codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,codigo_aeronave,matricula,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_registro,categoria_aviacao,origem_voo,destino_voo,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,dia_extracao,fator_area_FATOR HUMANO,fator_area_FATOR MATERIAL,fator_area_FATOR OPERACIONAL,fator_area_OUTRO
43869,ACIDENTE,COLISÃO DE AERONAVES EM VOO,RIO DE JANEIRO,RJ,BRASIL,N/A,2011-02-05,17:15:00,N/A,SERIPA-3,INATIVA,0,0.0,,0,2,0.0,11911,PUFAT,3992,ULTRALEVE,FABRICACAO PROPRIA,FOX V5 SUPER,PISTÃO,1.0,417,0.0,,BRASIL,PET,EXPERIMENTAL,N/A,N/A,INDETERMINADA,EXPERIMENTAL,DESTRUÍDA,1.0,2016-07-30,0.0,0.0,0.0,0.0
43869,ACIDENTE,COLISÃO DE AERONAVES EM VOO,RIO DE JANEIRO,RJ,BRASIL,N/A,2011-02-05,17:15:00,N/A,SERIPA-3,INATIVA,0,0.0,,0,2,0.0,11912,PURHM,3992,ULTRALEVE,***,FOX II,PISTÃO,1.0,417,2.0,1990-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,INDETERMINADA,EXPERIMENTAL,DESTRUÍDA,0.0,2016-07-30,0.0,0.0,0.0,0.0
45091,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO DE JANEIRO,RJ,BRASIL,N/A,2011-10-04,17:00:00,N/A,SERIPA-3,INATIVA,0,0.0,,0,1,0.0,12673,PUHHH,3992,ULTRALEVE,HERMANO VIANNA,P2002 SIERRA RG,PISTÃO,1.0,600,2.0,2007-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,CIRCUITO DE TRÁFEGO,EXPERIMENTAL,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
31975,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO DE JANEIRO,RJ,BRASIL,SBJR,2008-03-17,14:30:00,SIM,SERIPA-3,ATIVA,A DEFINIR,0.0,,0,1,0.0,8855,PTYFV,3800,HELICÓPTERO,ROBINSON HELICOPTER,R22,PISTÃO,1.0,590,2.0,1997-01-01,BRASIL,PRI,INSTRUÇÃO,N/A,N/A,APROXIMAÇÃO FINAL,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
50809,ACIDENTE,INDETERMINADA,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2014-02-18,13:15:00,SIM,SERIPA-3,ATIVA,A-038/CENIPA/2014,0.0,,0,1,0.0,8855,PTYFV,3800,HELICÓPTERO,ROBINSON HELICOPTER,R22,PISTÃO,1.0,590,2.0,1997-01-01,BRASIL,PRI,INSTRUÇÃO,N/A,N/A,INDETERMINADA,INSTRUÇÃO,NENHUM,2.0,2016-07-30,0.0,0.0,1.0,0.0
27729,INCIDENTE GRAVE,AERONAVE ATINGIDA POR OBJETO,RIO DE JANEIRO,RJ,BRASIL,N/A,2006-07-12,00:00:00,SIM,CENIPA,ATIVA,A DEFINIR,0.0,,0,1,0.0,34546,N153DL,1634,AVIÃO,BOEING COMPANY,767-3P6,JATO,2.0,0,0.0,1990-01-01,ESTADOS UNIDOS,EXT,***,N/A,N/A,INDETERMINADA,***,***,0.0,2016-07-30,0.0,0.0,0.0,0.0
44661,INCIDENTE GRAVE,OUTROS TIPOS,RIO DE JANEIRO,RJ,BRASIL,N/A,2011-06-17,11:59:00,SIM,CENIPA,FINALIZADA,IG-011/CENIPA/2013,1.0,2013-09-19,10,1,0.0,8739,PTMZC,4834,AVIÃO,AIRBUS INDUSTRIE,A319-132,JATO,2.0,64000,154.0,1999-01-01,BRASIL,TPR,REGULAR,SBRJ,SBCF,SUBIDA,REGULAR,LEVE,0.0,2016-07-30,1.0,0.0,1.0,1.0
43921,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,RIO DE JANEIRO,RJ,BRASIL,N/A,2010-12-18,13:15:00,N/A,SERIPA-3,INATIVA,0,0.0,,0,1,0.0,11960,PURCJ,3992,ULTRALEVE,***,TRIKE CX,PISTÃO,1.0,355,2.0,2002-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,MANOBRA,EXPERIMENTAL,DESTRUÍDA,2.0,2016-07-30,0.0,0.0,0.0,0.0
45397,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,RIO DE JANEIRO,RJ,BRASIL,N/A,2012-01-22,19:05:00,SIM,SERIPA-3,FINALIZADA,IG-536/CENIPA/2014,1.0,2016-04-15,2,1,0.0,12770,PTYLS,4476,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,TURBOEIXO,1.0,2250,6.0,1997-01-01,BRASIL,S00,MÚLTIPLA,SBRJ,SDAG,CRUZEIRO,NÃO REGULAR,SUBSTANCIAL,0.0,2016-07-30,0.0,1.0,1.0,1.0
53352,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,RIO DE JANEIRO,RJ,BRASIL,SBGL,2008-07-06,08:00:00,SIM,CENIPA,ATIVA,A DEFINIR,0.0,,0,1,0.0,10298,PTMZY,4834,AVIÃO,AIRBUS INDUSTRIE,A320-232,JATO,2.0,70000,184.0,2001-01-01,BRASIL,TPR,REGULAR,SBAR,SBGR,CRUZEIRO,REGULAR,NENHUM,0.0,2016-07-30,0.0,0.0,0.0,0.0
41750,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-07-12,19:53:00,SIM,SERIPA-3,FINALIZADA,A-133/CENIPA/2011,1.0,2011-12-21,3,1,0.0,8720,PTYBF,3800,HELICÓPTERO,ROBINSON HELICOPTER,R22,PISTÃO,1.0,620,2.0,1988-01-01,BRASIL,PRI,INSTRUÇÃO,SBJR,N/A,PAIRADO,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
44993,ACIDENTE,FALHA DO MOTOR EM VOO,RIO DE JANEIRO,RJ,BRASIL,N/A,2011-08-22,16:30:00,SIM,SERIPA-3,FINALIZADA,A-622/CENIPA/2014,1.0,2015-08-21,0,1,0.0,12618,PTHVX,308,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,622,2.0,1991-01-01,BRASIL,PRI,INSTRUÇÃO,SDRE,SDRE,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
38420,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,RIO DE JANEIRO,RJ,BRASIL,SBJR,2009-08-21,11:20:00,SIM,SERIPA-3,FINALIZADA,A-083/CENIPA/2012,1.0,2012-08-08,4,1,0.0,8855,PTYFV,3800,HELICÓPTERO,ROBINSON HELICOPTER,R22,PISTÃO,1.0,590,2.0,1997-01-01,BRASIL,PRI,INSTRUÇÃO,SBJR,SBJR,POUSO,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,1.0
28155,ACIDENTE,FALHA DO MOTOR EM VOO,RIO DE JANEIRO,RJ,BRASIL,N/A,2006-12-19,18:30:00,SIM,SERIPA-3,ATIVA,A DEFINIR,0.0,,0,1,0.0,9208,PRJMS,308,AVIÃO,AEROMOT,AMT-600,PISTÃO,1.0,900,2.0,2005-01-01,BRASIL,PRI,INSTRUÇÃO,N/A,N/A,DECOLAGEM,INSTRUÇÃO,LEVE,0.0,2016-07-30,0.0,0.0,0.0,0.0
29861,ACIDENTE,FALHA DO MOTOR EM VOO,RIO DE JANEIRO,RJ,BRASIL,N/A,2007-07-21,18:20:00,SIM,SERIPA-3,FINALIZADA,A-128/CENIPA/2011,1.0,2011-12-21,3,1,0.0,9282,PPDTT,4387,AVIÃO,CESSNA AIRCRAFT,170,PISTÃO,1.0,998,1.0,1948-01-01,BRASIL,SAE-AP,ESPECIALIZADA,SBJR,N/A,OUTRA FASE,ESPECIALIZADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
53567,INCIDENTE GRAVE,FUMAÇA NA CABINE,RIO DE JANEIRO,RJ,BRASIL,SBJR,2015-11-16,18:37:00,SIM,SERIPA-3,ATIVA,IG-152/CENIPA/2015,0.0,,0,1,0.0,21091,PROHD,3897,HELICÓPTERO,AGUSTA,AW139,TURBOEIXO,2.0,6800,17.0,2013-01-01,BRASIL,TPX,TÁXI AÉREO,SBJR,SBJR,ESTACIONAMENTO,TÁXI AÉREO,LEVE,0.0,2016-07-30,1.0,1.0,0.0,0.0
45393,ACIDENTE,PERDA DE CONTROLE NO SOLO,RIO DE JANEIRO,RJ,BRASIL,SBJR,2012-01-22,20:25:00,SIM,SERIPA-3,FINALIZADA,A-076/CENIPA/2013,1.0,2013-10-21,0,1,1.0,6990,PTDHU,212,AVIÃO,PIPER AIRCRAFT,PA-30,PISTÃO,2.0,1633,4.0,1967-01-01,BRASIL,PRI,INSTRUÇÃO,SBJF,SBRJ,POUSO,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
41729,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO DE JANEIRO,RJ,BRASIL,N/A,2010-06-25,13:05:00,N/A,SERIPA-3,INATIVA,0,0.0,,0,1,0.0,11136,PUHRJ,3992,ULTRALEVE,FABRICACAO PROPRIA,TRIKE,PISTÃO,1.0,0,0.0,,BRASIL,PET,EXPERIMENTAL,N/A,N/A,NAVEGAÇÃO A BAIXA ALTURA,EXPERIMENTAL,DESTRUÍDA,2.0,2016-07-30,0.0,0.0,0.0,0.0
38844,ACIDENTE,POUSO BRUSCO,RIO DE JANEIRO,RJ,BRASIL,N/A,2009-12-22,22:00:00,SIM,SERIPA-3,ATIVA,A DEFINIR,0.0,,0,1,0.0,10232,PPMCF,1729,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1088,4.0,2001-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,SBRJ,POUSO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
35176,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO DE JANEIRO,RJ,BRASIL,SBJR,2009-02-16,18:20:00,SIM,SERIPA-3,ATIVA,A DEFINIR,0.0,,0,1,0.0,7985,PTHVD,3800,HELICÓPTERO,ROBINSON HELICOPTER,R22,PISTÃO,1.0,621,2.0,1989-01-01,BRASIL,PRI,INSTRUÇÃO,SBJR,SBJR,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
46591,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,RIO DE JANEIRO,RJ,BRASIL,N/A,2012-11-21,11:47:00,SIM,SERIPA-3,ATIVA,A DEFINIR,0.0,,0,1,0.0,13365,PRUTJ,4371,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621,2.0,1994-01-01,BRASIL,PRI,INSTRUÇÃO,SBJR,SBJR,MANOBRA,INSTRUÇÃO,DESTRUÍDA,2.0,2016-07-30,1.0,0.0,1.0,0.0
60620,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO DE JANEIRO,RJ,BRASIL,SBJR,2015-12-15,16:50:00,SIM,SERIPA-3,ATIVA,A-168/CENIPA/2015,0.0,,0,1,0.0,9552,PTHVW,6047,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621,2.0,1991-01-01,BRASIL,PRI,INSTRUÇÃO,SBJR,SBJR,DECOLAGEM VERTICAL,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
38647,INCIDENTE GRAVE,POUSO EM LOCAL NÃO PREVISTO,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2009-09-24,13:52:00,SIM,CENIPA,FINALIZADA,IG-012/CENIPA/2014,1.0,2014-02-02,2,1,0.0,9519,PPPTJ,5009,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-320,TURBOÉLICE,2.0,16700,50.0,1991-01-01,BRASIL,TPR,REGULAR,SBRP,SBRJ,POUSO,REGULAR,NENHUM,0.0,2016-07-30,0.0,0.0,1.0,0.0
36576,INCIDENTE GRAVE,OUTROS TIPOS,RIO DE JANEIRO,RJ,BRASIL,SBGL,2008-01-20,05:13:00,SIM,CENIPA,ATIVA,A DEFINIR,0.0,,0,1,0.0,34491,N663UA,5049,AVIÃO,BOEING COMPANY,767-322,JATO,2.0,186880,0.0,1993-01-01,ESTADOS UNIDOS,EXT,***,N/A,N/A,SUBIDA,***,NENHUM,0.0,2016-07-30,0.0,0.0,0.0,0.0
42714,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,RIO DE JANEIRO,RJ,BRASIL,N/A,2010-09-11,15:30:00,N/A,SERIPA-3,INATIVA,0,0.0,,0,1,0.0,11385,PPZOQ,3992,AVIÃO,FLYER INDUSTRIA AERONAUTICA LTDA,RV6,PISTÃO,1.0,800,0.0,,BRASIL,PET,EXPERIMENTAL,N/A,N/A,DECOLAGEM,EXPERIMENTAL,LEVE,0.0,2016-07-30,0.0,0.0,0.0,0.0
53499,INCIDENTE GRAVE,POUSO LONGO,RIO DE JANEIRO,RJ,BRASIL,SBJR,2015-10-08,16:22:00,SIM,SERIPA-3,ATIVA,IG-136/CENIPA/2015,0.0,,0,1,1.0,15481,PPBST,3992,AVIÃO,CESSNA AIRCRAFT,680,JATO,2.0,13744,11.0,2008-01-01,BRASIL,TPP,PARTICULAR,SBMT,SBJR,POUSO,PRIVADA,NENHUM,0.0,2016-07-30,0.0,0.0,1.0,0.0
48012,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO DE JANEIRO,RJ,BRASIL,SDHU,2013-05-08,15:30:00,SIM,SERIPA-3,ATIVA,A-091/CENIPA/2013,0.0,,0,1,0.0,248,PTHML,2486,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1.0,1950,6.0,1983-01-01,BRASIL,M14,MÚLTIPLA,N/A,N/A,APROXIMAÇÃO FINAL,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
29618,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,RIO DE JANEIRO,RJ,BRASIL,SBJR,2007-06-16,13:05:00,SIM,SERIPA-3,FINALIZADA,IG-039/CENIPA/2010,1.0,2010-06-10,1,1,1.0,3550,PTKGK,308,AVIÃO,PIPER AIRCRAFT,PA-34-200,PISTÃO,2.0,1814,6.0,1974-01-01,BRASIL,PRI,INSTRUÇÃO,SBJR,SBJR,POUSO,INSTRUÇÃO,LEVE,0.0,2016-07-30,1.0,0.0,1.0,0.0
35796,INCIDENTE GRAVE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,RIO DE JANEIRO,RJ,BRASIL,N/A,2009-01-26,23:45:00,SIM,CENIPA,ATIVA,A DEFINIR,0.0,,0,1,0.0,4968,PTMFM,3980,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,TURBOÉLICE,2.0,16700,50.0,1994-01-01,BRASIL,TPR,REGULAR,N/A,N/A,SUBIDA,REGULAR,NENHUM,0.0,2016-07-30,0.0,0.0,0.0,0.0
52697,INCIDENTE GRAVE,COM PÁRA-BRISAS / JANELA / PORTA,RIO DE JANEIRO,RJ,BRASIL,N/A,2014-11-03,17:40:00,SIM,SERIPA-3,ATIVA,IG-183/CENIPA/2014,0.0,,0,1,0.0,11355,PRSES,3897,HELICÓPTERO,AGUSTA,AW139,TURBOEIXO,2.0,6800,14.0,2009-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,CRUZEIRO,TÁXI AÉREO,LEVE,0.0,2016-07-30,0.0,0.0,0.0,1.0
32055,INCIDENTE GRAVE,PANE SECA,RIO DE JANEIRO,RJ,BRASIL,N/A,2008-04-03,18:30:00,SIM,SERIPA-3,FINALIZADA,IG-072/CENIPA/2010,1.0,2010-09-24,2,1,0.0,9479,PTDID,3992,AVIÃO,CESSNA AIRCRAFT,185A,PISTÃO,1.0,1454,6.0,1962-01-01,BRASIL,TPP,PARTICULAR,SDMC,SBJR,CRUZEIRO,PRIVADA,LEVE,0.0,2016-07-30,0.0,0.0,1.0,1.0
44977,ACIDENTE,SAÍDA DE PISTA,RIO DE JANEIRO,RJ,BRASIL,SBJR,2011-08-16,21:10:00,SIM,SERIPA-3,ATIVA,A DEFINIR,0.0,,0,1,1.0,11797,PRSNM,3992,AVIÃO,CESSNA AIRCRAFT,T206H,PISTÃO,1.0,1633,6.0,2010-01-01,BRASIL,TPP,PARTICULAR,SBRJ,SBJR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0.0,2016-07-30,0.0,0.0,1.0,0.0
47894,INCIDENTE GRAVE,PANE SECA,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2013-04-24,18:45:00,SIM,SERIPA-3,ATIVA,IG-081/CENIPA/2013,0.0,,0,1,0.0,8165,PPELB,4790,HELICÓPTERO,EUROCOPTER FRANCE,SA 365 N1,TURBOEIXO,2.0,4100,9.0,1990-01-01,BRASIL,ADE,ADMINISTRAÇÃO DIRETA,N/A,N/A,MANOBRA,POLICIAL,NENHUM,0.0,2016-07-30,0.0,0.0,0.0,0.0
26660,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO DE JANEIRO,RJ,BRASIL,N/A,2006-02-28,16:57:00,SIM,SERIPA-3,ATIVA,A DEFINIR,0.0,,0,1,0.0,4784,PTBVF,4727,AVIÃO,CESSNA AIRCRAFT,170A,PISTÃO,1.0,862,1.0,1948-01-01,BRASIL,SAE,ESPECIALIZADA,N/A,N/A,ESPECIALIZADA,ESPECIALIZADA,DESTRUÍDA,0.0,2016-07-30,0.0,0.0,0.0,0.0
42882,INCIDENTE GRAVE,POUSO LONGO,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-09-17,18:46:00,N/A,SERIPA-3,INATIVA,0,0.0,,0,1,0.0,11431,PTZHS,3992,AVIÃO,TERRA AMBIENTAL E INCORPORADORA LTDA,RV-10,PISTÃO,1.0,1224,2.0,2010-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,POUSO,EXPERIMENTAL,NENHUM,0.0,2016-07-30,0.0,0.0,0.0,0.0
45102,INCIDENTE GRAVE,POUSO BRUSCO,RIO DE JANEIRO,RJ,BRASIL,N/A,2011-08-26,17:10:00,SIM,SERIPA-3,ATIVA,A DEFINIR,0.0,,0,1,0.0,12556,PRSEC,4630,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2003-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,POUSO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
46839,ACIDENTE,FALHA DO MOTOR EM VOO,RIO DE JANEIRO,RJ,BRASIL,N/A,2012-12-29,19:00:00,SIM,SERIPA-3,ATIVA,A DEFINIR,0.0,,0,1,0.0,13522,PPBRJ,1544,HELICÓPTERO,HELIBRAS,AS 350 B3,TURBOEIXO,1.0,2250,6.0,2008-01-01,BRASIL,ADE,ADMINISTRAÇÃO DIRETA,N/A,N/A,MANOBRA,POLICIAL,SUBSTANCIAL,0.0,2016-07-30,1.0,1.0,1.0,0.0
46172,ACIDENTE,PANE SECA,RIO DE JANEIRO,RJ,BRASIL,N/A,2012-07-24,19:10:00,SIM,SERIPA-3,ATIVA,A DEFINIR,0.0,,0,1,0.0,13150,PRLDS,3208,AVIÃO,PIPER AIRCRAFT,PA-31,PISTÃO,2.0,3052,3.0,1973-01-01,BRASIL,SAE-AL,ESPECIALIZADA,SBJR,SBJR,RETA FINAL,ESPECIALIZADA,DESTRUÍDA,0.0,2016-07-30,1.0,0.0,1.0,0.0
51020,INCIDENTE GRAVE,DESCOMPRESSÃO NÃO INTENCIONAL /  EXPLOSIVA,RIO DE JANEIRO,RJ,BRASIL,SBGL,2014-02-28,19:10:00,SIM,CENIPA,ATIVA,IG-045/CENIPA/2014,0.0,,0,1,0.0,9129,PTMZX,4834,AVIÃO,AIRBUS INDUSTRIE,A320-232,JATO,2.0,70000,184.0,2001-01-01,BRASIL,TPR,REGULAR,N/A,N/A,DESCIDA,REGULAR,NENHUM,0.0,2016-07-30,1.0,1.0,1.0,0.0
46263,INCIDENTE GRAVE,POUSO LONGO,RIO DE JANEIRO,RJ,BRASIL,SBJR,2012-08-17,15:15:00,SIM,SERIPA-3,FINALIZADA,IG-540/CENIPA/2015,1.0,2015-08-25,3,1,1.0,13204,PTFTB,4832,AVIÃO,CESSNA AIRCRAFT,560,JATO,2.0,7212,11.0,1990-01-01,BRASIL,TPX,TÁXI AÉREO,SBSP,SBJR,POUSO,TÁXI AÉREO,NENHUM,0.0,2016-07-30,0.0,0.0,1.0,0.0
52536,ACIDENTE,INDETERMINADA,RIO DE JANEIRO,RJ,BRASIL,N/A,2014-09-28,17:30:00,N/A,SERIPA-3,INATIVA,0,0.0,,0,1,0.0,33442,PUSLT,3992,ULTRALEVE,TECNAM CONSTRUZIONI AERONAUTICHE,P2008,PISTÃO,1.0,600,2.0,2011-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,MANOBRA,EXPERIMENTAL,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
53118,ACIDENTE,PERDA DE CONTROLE NO SOLO,RIO DE JANEIRO,RJ,BRASIL,N/A,2015-02-26,12:30:00,SIM,SERIPA-3,FINALIZADA,A-030/CENIPA/2015,1.0,2016-04-22,0,1,0.0,10906,PTYEJ,3800,HELICÓPTERO,ROBINSON HELICOPTER,R22,PISTÃO,1.0,621,2.0,1997-01-01,BRASIL,PRI,INSTRUÇÃO,SBGR,SBCA,DECOLAGEM VERTICAL,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
42880,ACIDENTE,POUSO LONGO,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-09-17,13:55:00,SIM,SERIPA-3,ATIVA,A-552/CENIPA/2016,0.0,,0,1,1.0,11430,PTLCC,3992,AVIÃO,CESSNA AIRCRAFT,500,JATO,2.0,5375,7.0,1981-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,POUSO,PRIVADA,LEVE,0.0,2016-07-30,0.0,0.0,1.0,0.0
34696,INCIDENTE GRAVE,FOGO EM VOO,RIO DE JANEIRO,RJ,BRASIL,SBGL,2008-11-01,04:13:00,SIM,CENIPA,ATIVA,A DEFINIR,0.0,,0,1,0.0,34556,D2TEA,5886,AVIÃO,BOEING COMPANY,747-312M,PISTÃO,4.0,0,0.0,1986-01-01,ANGOLA,EXT,***,N/A,N/A,SUBIDA,***,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
47983,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,RIO DE JANEIRO,RJ,BRASIL,N/A,2013-05-02,19:00:00,SIM,SERIPA-3,ATIVA,A-086/CENIPA/2013,0.0,,0,1,0.0,14167,PPEIH,4153,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 BA,TURBOEIXO,1.0,2100,6.0,1983-01-01,BRASIL,ADE,ADMINISTRAÇÃO DIRETA,N/A,N/A,DECOLAGEM,POLICIAL,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
39295,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO DE JANEIRO,RJ,BRASIL,N/A,2010-02-06,21:09:00,N/A,SERIPA-3,INATIVA,0,0.0,,0,1,0.0,10508,PUFLK,3992,ULTRALEVE,***,RV-9,PISTÃO,1.0,735,2.0,2004-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,APROXIMAÇÃO FINAL,EXPERIMENTAL,SUBSTANCIAL,2.0,2016-07-30,0.0,0.0,0.0,0.0
50097,INCIDENTE GRAVE,POUSO LONGO,RIO DE JANEIRO,RJ,BRASIL,SBGL,2013-10-27,19:22:00,SIM,CENIPA,FINALIZADA,IG-195/CENIPA/2013,1.0,2016-06-30,2,1,0.0,15017,PRGGY,5106,AVIÃO,BOEING COMPANY,737-8EH,JATO,2.0,70533,193.0,2010-01-01,BRASIL,TPR,REGULAR,N/A,N/A,POUSO,REGULAR,NENHUM,0.0,2016-07-30,1.0,0.0,1.0,0.0
45065,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,RIO DE JANEIRO,RJ,BRASIL,N/A,2011-09-10,23:30:00,SIM,SERIPA-3,FINALIZADA,A-561/CENIPA/2011,1.0,2016-03-18,2,1,0.0,12665,PRCEC,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2008-01-01,BRASIL,TPP,PARTICULAR,SBRJ,SBJR,CRUZEIRO,PRIVADA,DESTRUÍDA,2.0,2016-07-30,1.0,0.0,1.0,0.0
51018,INCIDENTE GRAVE,TRÁFEGO AÉREO,RIO DE JANEIRO,RJ,BRASIL,SBJR,2014-04-16,17:07:00,N/A,SERIPA-3,INATIVA,0,0.0,,0,1,0.0,22604,PRZHD,3992,AVIÃO,MARCELO QUEIROZ DUARTE,RV-10,PISTÃO,1.0,1224,4.0,2012-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,POUSO,EXPERIMENTAL,NENHUM,0.0,2016-07-30,0.0,0.0,0.0,0.0
31864,ACIDENTE,OUTROS TIPOS,RIO DE JANEIRO,RJ,BRASIL,N/A,2008-03-02,14:41:00,SIM,SERIPA-3,FINALIZADA,A-013/CENIPA/2010,1.0,2010-04-06,12,1,0.0,9457,PRIAO,3992,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,1.0,1542,4.0,2007-01-01,BRASIL,TPP,PARTICULAR,SIFU,SSKT,SUBIDA,PRIVADA,DESTRUÍDA,4.0,2016-07-30,1.0,0.0,1.0,1.0
53235,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO DE JANEIRO,RJ,BRASIL,N/A,2015-04-21,13:00:00,N/A,SERIPA-3,INATIVA,0,0.0,,0,1,0.0,32589,PUMON,3992,ULTRALEVE,AVENOR AUGUSTO MONTANDON,EXCEL CARGO,PISTÃO,1.0,750,2.0,2010-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,DECOLAGEM,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
43984,INCIDENTE GRAVE,PANE SECA,RIO DE JANEIRO,RJ,BRASIL,SBJR,2011-02-05,18:37:00,SIM,SERIPA-3,ATIVA,A DEFINIR,0.0,,0,1,0.0,10701,PPMBL,880,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76A,TURBOEIXO,2.0,4763,14.0,1981-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,CIRCUITO DE TRÁFEGO,TÁXI AÉREO,NENHUM,0.0,2016-07-30,1.0,0.0,1.0,0.0
42250,ACIDENTE,PERDA DE CONTROLE NO SOLO,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2010-08-12,12:26:00,SIM,SERIPA-3,FINALIZADA,A-001/CENIPA/2012,1.0,2012-02-22,19,1,1.0,11259,PTLXO,3868,AVIÃO,LEARJET,55C,JATO,2.0,9752,9.0,1988-01-01,BRASIL,TPX,TÁXI AÉREO,SBRJ,SBGL,SUBIDA,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
