codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,codigo_aeronave,matricula,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_registro,categoria_aviacao,origem_voo,destino_voo,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,dia_extracao,fator_area_FATOR HUMANO,fator_area_FATOR MATERIAL,fator_area_FATOR OPERACIONAL,fator_area_OUTRO
39709,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,CURITIBA,PR,BRASIL,SBBI,2010-01-23,16:36:00,SIM,SERIPA-5,FINALIZADA,IG-029/CENIPA/2011,1.0,2011-07-21,2,1,1.0,10534,PTOLF,3992,AVIÃO,PIPER AIRCRAFT,PA-31T1,TURBOÉLICE,2.0,3946,7.0,1980-01-01,BRASIL,TPP,PARTICULAR,SBNF,SBBI,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0.0,2016-07-30,0.0,0.0,1.0,0.0
51391,ACIDENTE,COM TREM DE POUSO,CURITIBA,PR,BRASIL,SBBI,2014-04-17,15:35:00,SIM,SERIPA-5,FINALIZADA,A-077/CENIPA/2014,1.0,2015-04-30,0,1,0.0,12265,PTDRY,3992,AVIÃO,CESSNA AIRCRAFT,177RG,PISTÃO,1.0,1270,4.0,1971-01-01,BRASIL,TPP,PARTICULAR,SWIT,SBBI,POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
52286,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2014-08-11,11:15:00,SIM,SERIPA-5,FINALIZADA,IG-132/CENIPA/2014,1.0,2015-07-21,0,1,0.0,7367,PPGBK,2361,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1991-01-01,BRASIL,PRI,INSTRUÇÃO,SBBI,N/A,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
27813,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,CURITIBA,PR,BRASIL,N/A,2006-09-19,11:35:00,SIM,CENIPA,ATIVA,A DEFINIR,0.0,,0,1,1.0,9184,PPPTD,5009,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-320,TURBOÉLICE,2.0,16900,50.0,1988-01-01,BRASIL,TPR,REGULAR,N/A,N/A,INDETERMINADA,REGULAR,***,0.0,2016-07-30,0.0,0.0,0.0,0.0
46024,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2012-07-01,11:05:00,SIM,SERIPA-5,FINALIZADA,IG-125/CENIPA/2013,1.0,2014-10-02,0,1,1.0,13073,PPFKW,313,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1990-01-01,BRASIL,PRI,INSTRUÇÃO,SBBI,N/A,DECOLAGEM,INSTRUÇÃO,NENHUM,0.0,2016-07-30,0.0,0.0,1.0,0.0
38279,ACIDENTE,FALHA DO MOTOR EM VOO,CURITIBA,PR,BRASIL,N/A,2009-07-07,18:40:00,SIM,SERIPA-5,ATIVA,A DEFINIR,0.0,,0,1,0.0,10377,N8540A,3992,AVIÃO,BEECH AIRCRAFT,A35,PISTÃO,1.0,1202,0.0,1949-01-01,ESTADOS UNIDOS,TPP,PARTICULAR,N/A,N/A,CIRCUITO DE TRÁFEGO,***,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
39930,INCIDENTE GRAVE,PROBLEMAS FISIOLÓGICOS,CURITIBA,PR,BRASIL,SBCT,2010-02-16,16:25:00,SIM,SERIPA-5,FINALIZADA,IG-170/CENIPA/2013,1.0,2013-12-12,2,1,0.0,10573,PTWKQ,4832,AVIÃO,CESSNA AIRCRAFT,550,JATO,2.0,6033,7.0,1991-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,SBCT,CRUZEIRO,TÁXI AÉREO,NENHUM,0.0,2016-07-30,1.0,0.0,0.0,0.0
33835,ACIDENTE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2008-10-10,21:13:00,SIM,SERIPA-5,ATIVA,A-540/CENIPA/2016,0.0,,0,1,1.0,9576,PTTAW,4903,AVIÃO,EMBRAER,EMB-110P1,TURBOÉLICE,2.0,5670,20.0,1980-01-01,BRASIL,TPX,TÁXI AÉREO,SBKP,SBBI,POUSO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
45100,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2011-09-12,19:50:00,SIM,SERIPA-5,ATIVA,A DEFINIR,0.0,,0,1,0.0,12677,PPGRQ,2361,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1993-01-01,BRASIL,PRI,INSTRUÇÃO,N/A,N/A,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
49123,ACIDENTE,FALHA DO MOTOR EM VOO,CURITIBA,PR,BRASIL,N/A,2013-07-05,15:10:00,SIM,SERIPA-5,FINALIZADA,A-124/CENIPA/2013,1.0,2014-03-17,0,1,0.0,10586,PTFLF,322,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757,2.0,1977-01-01,BRASIL,PRI,INSTRUÇÃO,SBBI,SSBL,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
46572,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CURITIBA,PR,BRASIL,SBBI,2012-11-02,12:26:00,SIM,SERIPA-5,FINALIZADA,IG-147/CENIPA/2013,1.0,2013-10-21,0,1,0.0,13347,PPBPP,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155,6.0,2001-01-01,BRASIL,TPP,PARTICULAR,SBBI,SSPB,POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
42838,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,CURITIBA,PR,BRASIL,N/A,2010-09-15,20:30:00,SIM,SERIPA-5,ATIVA,A DEFINIR,0.0,,0,1,0.0,11420,PTFCA,322,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,758,2.0,1979-01-01,BRASIL,PRI,INSTRUÇÃO,N/A,N/A,DECOLAGEM,INSTRUÇÃO,NENHUM,0.0,2016-07-30,0.0,0.0,0.0,0.0
45168,ACIDENTE,FALHA DO MOTOR EM VOO,PORTO MURTINHO,MS,BRASIL,N/A,2010-11-08,18:25:00,SIM,SERIPA-4,ATIVA,A DEFINIR,0.0,,0,1,0.0,34587,ZPBCK,3992,AVIÃO,CESSNA AIRCRAFT,C206,PISTÃO,1.0,1633,0.0,,PARAGUAI,EXT,***,N/A,N/A,DESCIDA,***,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
42001,ACIDENTE,PERDA DE CONTROLE NO SOLO,BOITUVA,SP,BRASIL,SDOI,2010-07-24,18:00:00,SIM,SERIPA-4,FINALIZADA,A-516/CENIPA/2015,1.0,2015-06-06,1,1,1.0,11214,PTCDQ,3992,AVIÃO,CESSNA AIRCRAFT,180G,PISTÃO,1.0,1270,4.0,1964-01-01,BRASIL,TPP,PARTICULAR,SDOI,SDOI,DECOLAGEM,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
52637,ACIDENTE,FALHA DO MOTOR EM VOO,BOITUVA,SP,BRASIL,SDOI,2014-10-16,20:30:00,SIM,SERIPA-4,ATIVA,A-172/CENIPA/2014,0.0,,0,1,0.0,21272,PRPEX,3992,AVIÃO,CESSNA AIRCRAFT,182A,PISTÃO,1.0,1202,0.0,1957-01-01,BRASIL,TPP,PARTICULAR,SDOI,SDOI,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
46092,ACIDENTE,COM LANÇAMENTO DE PESSOAS,BOITUVA,SP,BRASIL,N/A,2012-07-09,17:00:00,SIM,SERIPA-4,FINALIZADA,A-003/CENIPA/2014,1.0,2014-02-17,7,1,0.0,13110,PTOQR,3992,AVIÃO,CESSNA AIRCRAFT,208,TURBOÉLICE,1.0,3629,10.0,1992-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,CRUZEIRO,PRIVADA,SUBSTANCIAL,1.0,2016-07-30,1.0,0.0,1.0,0.0
46863,INCIDENTE GRAVE,COM TREM DE POUSO,BOITUVA,SP,BRASIL,N/A,2013-01-11,21:50:00,SIM,SERIPA-4,FINALIZADA,IG-005/CENIPA/2013,0.0,,0,1,0.0,2439,PTOGY,5121,AVIÃO,CESSNA AIRCRAFT,208,TURBOÉLICE,1.0,3629,10.0,1986-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
47080,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,BOITUVA,SP,BRASIL,SDOI,2013-02-24,14:00:00,SIM,SERIPA-4,FINALIZADA,IG-039/CENIPA/2013,1.0,2013-07-29,0,1,0.0,13641,PRAJJ,2486,AVIÃO,PILATUS,PC-6/B2-H4,TURBOÉLICE,1.0,2800,8.0,2011-01-01,BRASIL,SAE,ESPECIALIZADA,N/A,N/A,SUBIDA,ESPECIALIZADA,NENHUM,0.0,2016-07-30,0.0,0.0,0.0,0.0
46862,ACIDENTE,OUTROS TIPOS,BOITUVA,SP,BRASIL,N/A,2013-01-25,17:40:00,SIM,SERIPA-4,ATIVA,A-018/CENIPA/2013,0.0,,0,1,0.0,8740,PTOGL,3992,AVIÃO,CESSNA AIRCRAFT,208,TURBOÉLICE,1.0,3629,10.0,1986-01-01,BRASIL,TPP,PARTICULAR,SDOI,SDOI,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
49157,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,ERECHIM,RS,BRASIL,SSER,2013-06-28,15:25:00,SIM,SERIPA-5,FINALIZADA,IG-121/CENIPA/2013,1.0,2014-02-27,0,1,0.0,6073,PPGUR,182,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PISTÃO,1.0,660,2.0,1960-01-01,BRASIL,PRI,INSTRUÇÃO,SSER,SSER,TÁXI,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
34575,ACIDENTE,FALHA DO MOTOR EM VOO,ERECHIM,RS,BRASIL,SSER,2008-09-14,20:30:00,SIM,SERIPA-5,FINALIZADA,A-022/CENIPA/2010,1.0,2010-04-28,7,1,0.0,9674,PPGAM,182,AVIÃO,AERO BOERO,AB-180,PISTÃO,1.0,844,3.0,1991-01-01,BRASIL,PRI,INSTRUÇÃO,N/A,N/A,SUBIDA,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
45272,ACIDENTE,PERDA DE CONTROLE NO SOLO,ERECHIM,RS,BRASIL,SSER,2011-12-21,11:00:00,SIM,SERIPA-5,FINALIZADA,A-500/CENIPA/2016 ,1.0,2016-07-14,2,1,1.0,1876,PPFLK,182,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1990-01-01,BRASIL,PRI,INSTRUÇÃO,SSER,SSER,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
44975,ACIDENTE,POUSO BRUSCO,DIANÓPOLIS,TO,BRASIL,N/A,2011-07-15,13:45:00,SIM,SERIPA-6,FINALIZADA,ENCERRADA NO RAI,0.0,,0,1,0.0,12265,PTDRY,3992,AVIÃO,CESSNA AIRCRAFT,177RG,PISTÃO,1.0,1270,4.0,1971-01-01,BRASIL,TPP,PARTICULAR,SBGO,SWGI,POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
52874,ACIDENTE,PERDA DE CONTROLE EM VOO,PRIMAVERA DO LESTE,MT,BRASIL,N/A,2014-12-29,13:00:00,SIM,SERIPA-6,ATIVA,A-211/CENIPA/2014,0.0,,0,1,0.0,18254,PRAEJ,3992,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,1.0,3629,1.0,2013-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
39507,ACIDENTE,FALHA DO MOTOR EM VOO,PRIMAVERA DO LESTE,MT,BRASIL,N/A,2010-01-11,17:00:00,SIM,SERIPA-6,FINALIZADA,A-016/CENIPA/2011,1.0,2011-06-30,2,1,0.0,10529,PTUTM,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,PISTÃO,1.0,1800,1.0,2005-01-01,BRASIL,SAE-AG,AGRÍCOLA,N/A,N/A,OUTRA FASE,AGRÍCOLA,LEVE,0.0,2016-07-30,0.0,0.0,1.0,0.0
52937,ACIDENTE,PANE SECA,PRIMAVERA DO LESTE,MT,BRASIL,N/A,2014-01-07,20:59:00,SIM,SERIPA-6,FINALIZADA,A-006/CENIPA/2014,1.0,2015-04-30,0,1,0.0,23105,PTBHF,3992,AVIÃO,CESSNA AIRCRAFT,172A,PISTÃO,1.0,998,4.0,1960-01-01,BRASIL,TPP,PARTICULAR,SWRD,SWPY,CIRCUITO DE TRÁFEGO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
32036,ACIDENTE,FALHA DO MOTOR EM VOO,PRIMAVERA DO LESTE,MT,BRASIL,N/A,2008-04-01,07:45:00,SIM,SERIPA-6,ATIVA,A DEFINIR,0.0,,0,1,0.0,9478,PTGIO,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,PISTÃO,1.0,1550,1.0,1976-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,NAVEGAÇÃO A BAIXA ALTURA,AGRÍCOLA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
32375,ACIDENTE,FALHA DO MOTOR EM VOO,PRIMAVERA DO LESTE,MT,BRASIL,N/A,2008-03-23,20:30:00,SIM,SERIPA-6,FINALIZADA,A-076/CENIPA/2010,1.0,2010-09-24,2,1,0.0,9507,PTUUC,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,PISTÃO,1.0,1800,1.0,2007-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,NAVEGAÇÃO A BAIXA ALTURA,AGRÍCOLA,SUBSTANCIAL,0.0,2016-07-30,1.0,1.0,1.0,0.0
48797,ACIDENTE,PERDA DE CONTROLE NO SOLO,PRIMAVERA DO LESTE,MT,BRASIL,N/A,2013-06-07,10:15:00,SIM,SERIPA-6,FINALIZADA,A-108/CENIPA/2013,1.0,2015-07-07,2,1,0.0,14665,PTSUL,423,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,1.0,3629,1.0,2012-01-01,BRASIL,SAE-AG,AGRÍCOLA,N/A,N/A,DECOLAGEM,AGRÍCOLA,DESTRUÍDA,0.0,2016-07-30,1.0,0.0,1.0,0.0
50245,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,PRIMAVERA DO LESTE,MT,BRASIL,N/A,2013-12-13,12:00:00,SIM,SERIPA-6,FINALIZADA,A-220/CENIPA/2013,1.0,2014-06-16,0,1,0.0,15044,PTUIP,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1550,1.0,1994-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,CRUZEIRO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
46746,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,PRIMAVERA DO LESTE,MT,BRASIL,SWPY,2012-12-07,14:30:00,SIM,SERIPA-6,FINALIZADA,A-047/CENIPA/2014,1.0,2014-04-28,1,1,0.0,3326,PTUMV,4267,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,2001-01-01,BRASIL,SAE-AG,AGRÍCOLA,N/A,N/A,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
47013,ACIDENTE,PERDA DE CONTROLE NO SOLO,QUERÊNCIA,MT,BRASIL,N/A,2013-02-04,12:20:00,SIM,SERIPA-6,FINALIZADA,A-026/CENIPA/2013,1.0,2014-06-02,0,1,0.0,13602,PTRXF,386,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721D,PISTÃO,1.0,1633,6.0,1985-01-01,BRASIL,TPX,TÁXI AÉREO,SWEK,SWDU,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
46592,ACIDENTE,PERDA DE CONTROLE NO SOLO,QUERÊNCIA,MT,BRASIL,SNGV,2012-11-07,18:00:00,SIM,SERIPA-6,FINALIZADA,A-148/CENIPA/2013,1.0,2013-11-27,0,1,1.0,13366,PTWIS,4062,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,7.0,1980-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
35587,ACIDENTE,DESORIENTAÇÃO ESPACIAL,QUERÊNCIA,MT,BRASIL,N/A,2009-03-08,21:10:00,SIM,SERIPA-6,FINALIZADA,A-048/CENIPA/2009,1.0,2009-12-07,14,1,0.0,9790,PTLKH,3992,AVIÃO,BEECH AIRCRAFT,A36,PISTÃO,1.0,1633,6.0,1981-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,CRUZEIRO,PRIVADA,DESTRUÍDA,1.0,2016-07-30,1.0,0.0,1.0,0.0
38995,ACIDENTE,PANE SECA,ILHOTA,SC,BRASIL,N/A,2009-12-17,09:00:00,SIM,SERIPA-5,FINALIZADA,A-049/CENIPA/2011,1.0,2011-08-01,4,1,0.0,9055,PRABE,4635,AVIÃO,PIPER AIRCRAFT,PA-25-235,PISTÃO,1.0,1315,1.0,1969-01-01,BRASIL,SAE,ESPECIALIZADA,N/A,N/A,NAVEGAÇÃO A BAIXA ALTURA,ESPECIALIZADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
47297,ACIDENTE,PERDA DE CONTROLE NO SOLO,RIBAS DO RIO PARDO,MS,BRASIL,N/A,2013-03-23,12:40:00,SIM,SERIPA-4,FINALIZADA,A-058/CENIPA/2013,1.0,2016-06-16,0,1,0.0,13723,PTVVK,3992,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1.0,1800,1.0,2012-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,POUSO,AGRÍCOLA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
38658,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO BRILHANTE,MS,BRASIL,N/A,2009-10-14,21:20:00,SIM,SERIPA-4,FINALIZADA,A-092/CENIPA/2011,1.0,2011-11-04,9,1,0.0,7610,PTUEP,336,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800,1.0,1989-01-01,BRASIL,SAE-AG,AGRÍCOLA,N/A,N/A,NAVEGAÇÃO A BAIXA ALTURA,AGRÍCOLA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
48653,ACIDENTE,POUSO EM LOCAL NÃO PREVISTO,RIO BRILHANTE,MS,BRASIL,N/A,2013-05-22,09:00:00,SIM,SERIPA-4,FINALIZADA,A-098/CENIPA/2013,1.0,2014-04-28,0,1,0.0,5904,PTGQK,4942,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800,1.0,1977-01-01,BRASIL,SAE,ESPECIALIZADA,N/A,N/A,POUSO,AGRÍCOLA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
31377,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,JIJOCA DE JERICOACOARA,CE,BRASIL,N/A,2007-12-20,20:30:00,SIM,SERIPA-2,FINALIZADA,A-129/CENIPA/2011,1.0,2011-12-21,1,1,1.0,9401,PRACR,4485,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155,6.0,2001-01-01,BRASIL,TPX,TÁXI AÉREO,SBFZ,SJJD,POUSO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
35035,ACIDENTE,PERDA DE CONTROLE NO SOLO,JIJOCA DE JERICOACOARA,CE,BRASIL,N/A,2009-01-05,09:30:00,SIM,SERIPA-2,FINALIZADA,A-057/CENIPA/2010,1.0,2009-03-09,6,1,0.0,9754,PTHFO,3842,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1452,5.0,1973-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,POUSO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
43392,ACIDENTE,OUTROS TIPOS,SÃO FÉLIX DO XINGU,PA,BRASIL,N/A,2010-11-05,13:00:00,SIM,SERIPA-1,ATIVA,A DEFINIR,0.0,,0,1,0.0,11612,PTDSY,1657,AVIÃO,PIPER AIRCRAFT,PA-28-235,PISTÃO,1.0,1315,4.0,,BRASIL,TPP,PARTICULAR,N/A,N/A,SUBIDA,PRIVADA,DESTRUÍDA,0.0,2016-07-30,0.0,0.0,0.0,0.0
53267,ACIDENTE,INDETERMINADA,SÃO FÉLIX DO XINGU,PA,BRASIL,SNFX,2015-05-21,13:00:00,SIM,SERIPA-1,FINALIZADA,A-078/CENIPA/2015,1.0,2016-02-15,0,1,0.0,21170,PRORA,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1975-01-01,BRASIL,TPP,PARTICULAR,N/A,SNFX,INDETERMINADA,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
53469,ACIDENTE,FALHA DO MOTOR EM VOO,SÃO FÉLIX DO XINGU,PA,BRASIL,N/A,2015-08-30,18:30:00,SIM,SERIPA-1,ATIVA,A-120/CENIPA/2015,0.0,,0,1,0.0,23948,PTEPD,4088,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,PISTÃO,1.0,1633,7.0,1977-01-01,BRASIL,TPX,TÁXI AÉREO,SDOW,N/A,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,2.0,2016-07-30,1.0,0.0,1.0,1.0
42921,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,SÃO FÉLIX DO XINGU,PA,BRASIL,N/A,2010-09-15,21:50:00,SIM,SERIPA-1,FINALIZADA,A-049/CENIPA/2012,0.0,2012-07-02,2,1,0.0,11442,PRDAN,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2009-01-01,BRASIL,TPP,PARTICULAR,N/A,SNFX,CRUZEIRO,PRIVADA,DESTRUÍDA,4.0,2016-07-30,1.0,0.0,1.0,0.0
45756,INCIDENTE GRAVE,OUTROS TIPOS,SÃO FÉLIX DO XINGU,PA,BRASIL,N/A,2012-04-03,14:25:00,SIM,SERIPA-1,ATIVA,A DEFINIR,0.0,,0,1,0.0,2224,PTEDC,4088,AVIÃO,EMBRAER,EMB-820C NAVAJO,PISTÃO,2.0,3175,10.0,1976-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
41569,ACIDENTE,PERDA DE CONTROLE NO SOLO,SÃO FÉLIX DO XINGU,PA,BRASIL,SNFX,2010-06-12,23:30:00,SIM,SERIPA-1,ATIVA,A DEFINIR,0.0,,0,1,0.0,1629,PTGRE,120,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800,1.0,,BRASIL,SAE-AG,AGRÍCOLA,N/A,N/A,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
42449,ACIDENTE,COLISÃO COM PÁSSARO,SÃO FÉLIX DO XINGU,PA,BRASIL,N/A,2010-08-03,16:20:00,SIM,SERIPA-1,FINALIZADA,A-055/CENIPA/2011 ,1.0,2011-08-01,8,1,0.0,11300,PRAVF,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2009-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,CRUZEIRO,PRIVADA,DESTRUÍDA,0.0,2016-07-30,0.0,0.0,0.0,1.0
45890,ACIDENTE,PERDA DE COMPONENTE EM VOO,IMBITUBA,SC,BRASIL,N/A,2012-05-20,17:40:00,SIM,SERIPA-5,FINALIZADA,A-183/CENIPA/2013,1.0,2014-01-08,0,1,0.0,12996,PRRLZ,4292,AVIÃO,CESSNA AIRCRAFT,172S,PISTÃO,1.0,1157,4.0,2005-01-01,BRASIL,PRI,INSTRUÇÃO,N/A,N/A,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
28355,ACIDENTE,FALHA ESTRUTURAL,BOCAIÚVA,MG,BRASIL,N/A,2007-01-18,09:10:00,SIM,SERIPA-3,FINALIZADA,A-001/CENIPA/2010,1.0,2010-03-19,11,1,0.0,4542,PTAFV,2176,AVIÃO,BEECH AIRCRAFT,95-C55,PISTÃO,2.0,2404,6.0,1966-01-01,BRASIL,TPX,TÁXI AÉREO,SBBH,SBMK,INDETERMINADA,TÁXI AÉREO,DESTRUÍDA,2.0,2016-07-30,0.0,0.0,1.0,0.0
31416,ACIDENTE,FALHA DO MOTOR EM VOO,SÃO JOSÉ DO XINGU,MT,BRASIL,N/A,2007-11-05,11:00:00,SIM,CENIPA,ATIVA,A DEFINIR,0.0,,0,1,0.0,9406,PTVIT,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,2.0,2155,7.0,1989-01-01,BRASIL,TPP,PARTICULAR,SIUO,SWVC,CRUZEIRO,PRIVADA,DESTRUÍDA,0.0,2016-07-30,0.0,0.0,0.0,0.0
52936,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,SÃO JOSÉ DO XINGU,MT,BRASIL,N/A,2014-01-04,17:35:00,SIM,SERIPA-6,ATIVA,A-003/CENIPA/2014,0.0,,0,1,0.0,21290,PRPIC,3992,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,1.0,3629,1.0,2012-01-01,BRASIL,TPP,PARTICULAR,SWXY,SJHQ,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
